il,ilce,mahalle,tip,baglilik
SİVAS,ŞARKIŞLA,OLUKTAŞ,K?Y,
SİVAS,ŞARKIŞLA,ORTAKÖY,K?Y,
SİVAS,ŞARKIŞLA,ORTATOPAÇ,K?Y,
SİVAS,ŞARKIŞLA,OSMANPINARI,K?Y,
SİVAS,ŞARKIŞLA,OTLUK,K?Y,
SİVAS,ŞARKIŞLA,PINARÖNÜ,MAHALLE,ŞARKIŞLA-İLÇE MERKEZİ
SİVAS,ŞARKIŞLA,POLATPAŞA,K?Y,
SİVAS,ŞARKIŞLA,SAMANKAYA,K?Y,
SİVAS,ŞARKIŞLA,SARAÇ,K?Y,
SİVAS,ŞARKIŞLA,SARIKAVAK,K?Y,
SİVAS,ŞARKIŞLA,SARIKAYA,K?Y,
SİVAS,ŞARKIŞLA,SARITEKKE,K?Y,
SİVAS,ŞARKIŞLA,SARIÇİÇEK,K?Y,
SİVAS,ŞARKIŞLA,SAĞIR,MAHALLE,ŞARKIŞLA-İLÇE MERKEZİ
SİVAS,ŞARKIŞLA,SULTANKÖY,K?Y,
SİVAS,ŞARKIŞLA,SİVRİALAN,K?Y,
SİVAS,ŞARKIŞLA,TAVLADERE,K?Y,
SİVAS,ŞARKIŞLA,TEMECİK,K?Y,
SİVAS,ŞARKIŞLA,UÇUK,K?Y,
SİVAS,ŞARKIŞLA,YAHYALI,K?Y,
SİVAS,ŞARKIŞLA,YALANI,K?Y,
SİVAS,ŞARKIŞLA,YAPRACIK,K?Y,
SİVAS,ŞARKIŞLA,YENİ,MAHALLE,GÜRÇAYIR
SİVAS,ŞARKIŞLA,YENİMAHALLE,MAHALLE,CEMEL
SİVAS,ŞARKIŞLA,YENİYAPAN,K?Y,
SİVAS,ŞARKIŞLA,YILDIRIM,MAHALLE,ŞARKIŞLA-İLÇE MERKEZİ
SİVAS,ŞARKIŞLA,YUKARI,MAHALLE,ŞARKIŞLA-İLÇE MERKEZİ
SİVAS,ŞARKIŞLA,YUNUSÖREN,K?Y,
SİVAS,ŞARKIŞLA,YÜKSELEN,K?Y,
SİVAS,ŞARKIŞLA,ÇAMLICA,K?Y,
SİVAS,ŞARKIŞLA,ÇANAKÇI,K?Y,
SİVAS,ŞARKIŞLA,ÇATALYOL,K?Y,
SİVAS,ŞARKIŞLA,ÇEKEM,K?Y,
SİVAS,ŞARKIŞLA,ÇİÇEKLİ,MAHALLE,GÜRÇAYIR
SİVAS,ŞARKIŞLA,ÇİÇEKLİYURT,K?Y,
SİVAS,ŞARKIŞLA,ÖRTÜLÜ,K?Y,
SİVAS,ŞARKIŞLA,ÜYÜK,K?Y,
SİVAS,ŞARKIŞLA,İLYASHACI,K?Y,
SİVAS,ŞARKIŞLA,İSTİKLAL,MAHALLE,ŞARKIŞLA-İLÇE MERKEZİ
SİVAS,ŞARKIŞLA,İĞDECİK,K?Y,
SİVAS,ŞARKIŞLA,İĞDELİÖREN,K?Y,
SİVAS,ŞARKIŞLA,İĞECİK,K?Y,
SİİRT,BAYKAN,ADAKALE,K?Y,
SİİRT,BAYKAN,ARDIÇDALI,K?Y,
SİİRT,BAYKAN,ATABAĞI,MAHALLE,ATABAĞI
SİİRT,BAYKAN,ATATÜRK,MAHALLE,VEYSELKARANİ
SİİRT,BAYKAN,CEFAN,MAHALLE,BAYKAN-İLÇE MERKEZİ
SİİRT,BAYKAN,DEDEBAKIRI,K?Y,
SİİRT,BAYKAN,DEMİRIŞIK,K?Y,
SİİRT,BAYKAN,DERİNCE,K?Y,
SİİRT,BAYKAN,DOKUZÇAVUŞ,K?Y,
SİİRT,BAYKAN,DİLEKTEPE,K?Y,
SİİRT,BAYKAN,ENGİN,K?Y,
SİİRT,BAYKAN,GÜMÜŞKAŞ,K?Y,
SİİRT,BAYKAN,GÜNBULDU,K?Y,
SİİRT,BAYKAN,GÜNDOĞDU,K?Y,
SİİRT,BAYKAN,HAVEL,MAHALLE,BAYKAN-İLÇE MERKEZİ
SİİRT,BAYKAN,KARAKAYA,K?Y,
SİİRT,BAYKAN,KARŞIYAKA,MAHALLE,BAYKAN-İLÇE MERKEZİ
SİİRT,BAYKAN,KASIMLI,K?Y,
SİİRT,BAYKAN,MEŞELİK,K?Y,
SİİRT,BAYKAN,NARLIYURT,K?Y,
SİİRT,BAYKAN,OBALI,K?Y,
SİİRT,BAYKAN,ORMANPINAR,K?Y,
SİİRT,BAYKAN,SARIDANA,K?Y,
SİİRT,BAYKAN,SARISALKIM,K?Y,
SİİRT,BAYKAN,TÜTENOCAK,K?Y,
SİİRT,BAYKAN,ULAŞTI,K?Y,
SİİRT,BAYKAN,YARIMCA,K?Y,
SİİRT,BAYKAN,YENİDOĞAN,MAHALLE,BAYKAN-İLÇE MERKEZİ
SİİRT,BAYKAN,YEŞİLÇEVRE,K?Y,
SİİRT,BAYKAN,ÇAMTAŞI,K?Y,
SİİRT,BAYKAN,ÇAY,MAHALLE,VEYSELKARANİ
SİİRT,BAYKAN,ÇAYKAYA,K?Y,
SİİRT,BAYKAN,ÇELİKLİ,K?Y,
SİİRT,BAYKAN,ÇEVRİMTEPE,K?Y,
SİİRT,BAYKAN,ÇUKURCA,K?Y,
SİİRT,BAYKAN,ÜNLÜCE,K?Y,
SİİRT,BAYKAN,İKİZLER,K?Y,
SİİRT,BAYKAN,İNÖNÜ,MAHALLE,BAYKAN-İLÇE MERKEZİ
SİİRT,BAYKAN,ŞEYHOSMAN,MAHALLE,VEYSELKARANİ
SİİRT,ERUH,AKDİKEN,K?Y,
SİİRT,ERUH,AKMEŞE,K?Y,
SİİRT,ERUH,BALLIKAVAK,K?Y,
SİİRT,ERUH,BAYIRYÜZÜ,K?Y,
SİİRT,ERUH,BAYRAMLI,K?Y,
SİİRT,ERUH,BAĞGÖZE,K?Y,
SİİRT,ERUH,BOZATLI,K?Y,
SİİRT,ERUH,BOZKUŞ,K?Y,
SİİRT,ERUH,BUDAMIŞ,K?Y,
SİİRT,ERUH,BÖLÜKLÜ,K?Y,
SİİRT,ERUH,BİLGİLİ,K?Y,
SİİRT,ERUH,BİNGÖL,K?Y,
SİİRT,ERUH,CİNTEPE,K?Y,
SİİRT,ERUH,DADAKLI,K?Y,
SİİRT,ERUH,DALKORUR,K?Y,
SİİRT,ERUH,DAĞDÜŞÜ,K?Y,
SİİRT,ERUH,DEMİRCİLER,K?Y,
SİİRT,ERUH,DEMİREMEK,K?Y,
SİİRT,ERUH,DOĞANCA,K?Y,
SİİRT,ERUH,DÖNERDÖVER,K?Y,
SİİRT,ERUH,DİH,MAHALLE,ERUH-İLÇE MERKEZİ
SİİRT,ERUH,DİKBOĞAZ,K?Y,
SİİRT,ERUH,EKİNYOLU,K?Y,
SİİRT,ERUH,ERENKAYA,K?Y,
SİİRT,ERUH,ERKENT,K?Y,
SİİRT,ERUH,FATİH,MAHALLE,ERUH-İLÇE MERKEZİ
SİİRT,ERUH,GEDİKAŞAR,K?Y,
SİİRT,ERUH,GELENKARDEŞ,K?Y,
SİİRT,ERUH,GÖLGELİKONAK,K?Y,
SİİRT,ERUH,GÖNÜLALDI,K?Y,
SİİRT,ERUH,GÖRENDORUK,K?Y,
SİİRT,ERUH,GÜLBURNU,K?Y,
SİİRT,ERUH,KARADAYILAR,K?Y,
SİİRT,ERUH,KAVAKGÖLÜ,K?Y,
SİİRT,ERUH,KAŞIKYAYLA,K?Y,
SİİRT,ERUH,KEKLİKTEPE,K?Y,
SİİRT,ERUH,KILIÇKAYA,K?Y,
SİİRT,ERUH,KUŞDALI,K?Y,
SİİRT,ERUH,NARLIDERE,K?Y,
SİİRT,ERUH,OKÇULAR,K?Y,
SİİRT,ERUH,ORTAKLI,K?Y,
SİİRT,ERUH,OYMAKILIÇ,K?Y,
SİİRT,ERUH,PAYAMLI,K?Y,
SİİRT,ERUH,SALKIMBAĞLAR,K?Y,
SİİRT,ERUH,SARIGÜL,MAHALLE,ERUH-İLÇE MERKEZİ
SİİRT,ERUH,SAVAŞKÖY,K?Y,
SİİRT,ERUH,TÜNEKPINAR,K?Y,
SİİRT,ERUH,UFACA,K?Y,
SİİRT,ERUH,YANIKSES,K?Y,
SİİRT,ERUH,YANILMAZ,K?Y,
SİİRT,ERUH,YEDİYAPRAK,K?Y,
SİİRT,ERUH,YELKESEN,K?Y,
SİİRT,ERUH,YERLİÇOBAN,K?Y,
SİİRT,ERUH,YEŞİLÖREN,K?Y,
SİİRT,ERUH,YOKUŞLU,K?Y,
SİİRT,ERUH,ÇELTİKSUYU,K?Y,
SİİRT,ERUH,ÇETİNKOL,K?Y,
SİİRT,ERUH,ÇIRPILI,K?Y,
SİİRT,ERUH,ÇİMENCİK,K?Y,
SİİRT,ERUH,ÇİZMELİ,K?Y,
SİİRT,ERUH,ÖZLÜPELİT,K?Y,
SİİRT,ERUH,ÜZÜMLÜK,K?Y,
SİİRT,KURTALAN,AKDAM,K?Y,
SİİRT,KURTALAN,AKSÖĞÜT,K?Y,
SİİRT,KURTALAN,AKÇALI,K?Y,
SİİRT,KURTALAN,AKÇEGEDİK,K?Y,
SİİRT,KURTALAN,ATALAY,K?Y,
SİİRT,KURTALAN,AVCILAR,K?Y,
SİİRT,KURTALAN,AYDEMİR,K?Y,
SİİRT,KURTALAN,AZIKLI,K?Y,
SİİRT,KURTALAN,AĞAÇLIPINAR,K?Y,
SİİRT,KURTALAN,BAHÇELİEVLER,MAHALLE,KURTALAN-İLÇE MERKEZİ
SİİRT,KURTALAN,BALLIKAYA,K?Y,
SİİRT,KURTALAN,BAĞLAR,MAHALLE,KAYABAĞLAR
SİİRT,KURTALAN,BAĞLICA,K?Y,
SİİRT,KURTALAN,BEYKENT,K?Y,
SİİRT,KURTALAN,BEŞLER,K?Y,
SİİRT,KURTALAN,BOZHÜYÜK,K?Y,
SİİRT,KURTALAN,BÖLÜKTEPE,K?Y,
SİİRT,KURTALAN,CUMHURİYET,MAHALLE,KURTALAN-İLÇE MERKEZİ
SİİRT,KURTALAN,DEMİRKUYU,K?Y,
SİİRT,KURTALAN,DERİNCE,K?Y,
SİİRT,KURTALAN,DİCLE,MAHALLE,KURTALAN-İLÇE MERKEZİ
SİİRT,KURTALAN,EKİNLİ,K?Y,
SİİRT,KURTALAN,ERDURAĞI,K?Y,
SİİRT,KURTALAN,FIRAT,MAHALLE,KURTALAN-İLÇE MERKEZİ
SİİRT,KURTALAN,GARZAN,MAHALLE,KURTALAN-İLÇE MERKEZİ
SİİRT,KURTALAN,GÖKDOĞAN,K?Y,
SİİRT,KURTALAN,GÖZPINAR,K?Y,
SİİRT,KURTALAN,GÜNEY,MAHALLE,KURTALAN-İLÇE MERKEZİ
SİİRT,KURTALAN,GÜRGÖZE,K?Y,
SİİRT,KURTALAN,GÜZELDERE,K?Y,
SİİRT,KURTALAN,KAPIKAYA,K?Y,
SİİRT,KURTALAN,KARABAĞ,K?Y,
SİİRT,KURTALAN,KAYALI,MAHALLE,KAYABAĞLAR
SİİRT,KURTALAN,KAYALISU,K?Y,
SİİRT,KURTALAN,KILIÇLI,K?Y,
SİİRT,KURTALAN,KONAKPINAR,K?Y,
SİİRT,KURTALAN,KÜLTÜR,MAHALLE,KURTALAN-İLÇE MERKEZİ
SİİRT,KURTALAN,SAİPBEYLİ,K?Y,
SİİRT,KURTALAN,SEYRANTEPE,MAHALLE,KURTALAN-İLÇE MERKEZİ
SİİRT,KURTALAN,SÜMER,MAHALLE,KURTALAN-İLÇE MERKEZİ
SİİRT,KURTALAN,TATLI,K?Y,
SİİRT,KURTALAN,TAŞOLUK,K?Y,
SİİRT,KURTALAN,TEKEL,MAHALLE,KURTALAN-İLÇE MERKEZİ
SİİRT,KURTALAN,TEYLAN,K?Y,
SİİRT,KURTALAN,TOSUNBAĞI,K?Y,
SİİRT,KURTALAN,TOYTEPE,K?Y,
SİİRT,KURTALAN,TULUMTAŞ,K?Y,
SİİRT,KURTALAN,TÜTÜNKÖY,K?Y,
SİİRT,KURTALAN,ULUKÖY,K?Y,
SİİRT,KURTALAN,YAKITTEPE,K?Y,
SİİRT,KURTALAN,YANARSU,K?Y,
SİİRT,KURTALAN,YAYIKDERE,MAHALLE,KURTALAN-İLÇE MERKEZİ
SİİRT,KURTALAN,YAYIKLI,K?Y,
SİİRT,KURTALAN,YELLİCE,K?Y,
SİİRT,KURTALAN,YENİDOĞAN,MAHALLE,KURTALAN-İLÇE MERKEZİ
SİİRT,KURTALAN,YENİKÖPRÜ,K?Y,
SİİRT,KURTALAN,YENİMAHALLE,MAHALLE,KURTALAN-İLÇE MERKEZİ
SİİRT,KURTALAN,YEŞİLKONAK,K?Y,
SİİRT,KURTALAN,YOLDURAĞI,K?Y,
SİİRT,KURTALAN,YUVALI,K?Y,
SİİRT,KURTALAN,YÜREKVEREN,K?Y,
SİİRT,KURTALAN,ÇAKILLI,K?Y,
SİİRT,KURTALAN,ÇALIDÜZÜ,K?Y,
SİİRT,KURTALAN,ÇATTEPE,K?Y,
SİİRT,KURTALAN,ÇAYIRLI,K?Y,
SİİRT,KURTALAN,ÇELTİKBAŞI,K?Y,
SİİRT,KURTALAN,ÇEŞME,MAHALLE,KAYABAĞLAR
SİİRT,KURTALAN,ÜÇPINAR,K?Y,
SİİRT,KURTALAN,İNCİRLİK,K?Y,
SİİRT,KURTALAN,İĞDELİ,K?Y,
SİİRT,KURTALAN,ŞENKÖY,K?Y,
SİİRT,MERKEZ,AKDOĞMUŞ,K?Y,
SİİRT,MERKEZ,AKTAŞ,K?Y,
SİİRT,MERKEZ,AKYAMAÇ,K?Y,
SİİRT,MERKEZ,BAYRAKTEPE,K?Y,
SİİRT,MERKEZ,BAĞLAR,MAHALLE,GÖKÇEBAĞ
SİİRT,MERKEZ,BAĞLICA,K?Y,
SİİRT,MERKEZ,BEŞYOL,K?Y,
SİİRT,MERKEZ,BOSTANCIK,K?Y,
SİİRT,MERKEZ,DEMİRKAYA,K?Y,
SİİRT,MERKEZ,DOLUHARMAN,K?Y,
SİİRT,MERKEZ,EKMEKÇİLER,K?Y,
SİİRT,MERKEZ,EĞLENCE,K?Y,
SİİRT,MERKEZ,KALENDER,K?Y,
SİİRT,MERKEZ,KAVAKÖZÜ,K?Y,
SİİRT,MERKEZ,KAYABOĞAZ,K?Y,
SİİRT,MERKEZ,KEMERLİ,K?Y,
SİİRT,MERKEZ,KIŞLACIK,K?Y,
SİİRT,MERKEZ,KONACIK,K?Y,
SİİRT,MERKEZ,KOÇLU,K?Y,
SİİRT,MERKEZ,KOÇPINAR,MAHALLE,GÖKÇEBAĞ
SİİRT,MERKEZ,KÖPRÜBAŞI,K?Y,
SİİRT,MERKEZ,MEYDANDERE,K?Y,
SİİRT,MERKEZ,MEŞELİDERE,K?Y,
SİİRT,MERKEZ,ORMANARDI,K?Y,
SİİRT,MERKEZ,PINARCA,K?Y,
SİİRT,MERKEZ,PINAROVA,K?Y,
SİİRT,MERKEZ,SARITEPE,K?Y,
SİİRT,MERKEZ,SAĞIRSU,K?Y,
SİİRT,MERKEZ,SAĞLARCA,K?Y,
SİİRT,MERKEZ,TUZKUYUSU,K?Y,
SİİRT,MERKEZ,YAZLICA,K?Y,
SİİRT,MERKEZ,YAĞMURTEPE,K?Y,
SİİRT,MERKEZ,YENİMAHALLE,MAHALLE,GÖKÇEBAĞ
SİİRT,MERKEZ,YERLİBAHÇE,K?Y,
SİİRT,MERKEZ,YOKUŞBAĞLARI,K?Y,
SİİRT,MERKEZ,ZORKAYA,K?Y,
SİİRT,MERKEZ,ÇAĞBAŞI,K?Y,
SİİRT,MERKEZ,İNKAPI,K?Y,
SİİRT,PERVARİ,AYDIN,MAHALLE,PERVARİ-İLÇE MERKEZİ
SİİRT,PERVARİ,AYVALIBAĞ,K?Y,
SİİRT,PERVARİ,AŞAĞIBALCILAR,K?Y,
SİİRT,PERVARİ,BELENOLUK,K?Y,
SİİRT,PERVARİ,BENTKÖY,K?Y,
SİİRT,PERVARİ,DOLUSALKIM,K?Y,
SİİRT,PERVARİ,DOĞANKÖY,K?Y,
SİİRT,PERVARİ,DÜĞÜNCÜLER,K?Y,
SİİRT,PERVARİ,EKİNDÜZÜ,K?Y,
SİİRT,PERVARİ,GAZİ,MAHALLE,BEĞENDİK
SİİRT,PERVARİ,GÖKBUDAK,K?Y,
SİİRT,PERVARİ,GÖKÇEKORU,K?Y,
SİİRT,PERVARİ,GÖLGELİ,K?Y,
SİİRT,PERVARİ,GÖZLÜKUYU,K?Y,
SİİRT,PERVARİ,GÜLEÇLER,K?Y,
SİİRT,PERVARİ,GÜMÜŞÖREN,K?Y,
SİİRT,PERVARİ,KALE,MAHALLE,BEĞENDİK
SİİRT,PERVARİ,KARASUNGUR,K?Y,
SİİRT,PERVARİ,KARŞIKAYA,K?Y,
SİİRT,PERVARİ,KESKİN,K?Y,
SİİRT,PERVARİ,KIŞLACIK,K?Y,
SİİRT,PERVARİ,KOCAÇAVUŞ,K?Y,
SİİRT,PERVARİ,KOVANAĞZI,K?Y,
SİİRT,PERVARİ,KÖPRÜÇAY,K?Y,
SİİRT,PERVARİ,MEDRESEKÖY,K?Y,
SİİRT,PERVARİ,NARSUYU,K?Y,
SİİRT,PERVARİ,ORMANDALI,K?Y,
SİİRT,PERVARİ,PALAMUTLU,K?Y,
SİİRT,PERVARİ,SARIDAM,K?Y,
SİİRT,PERVARİ,SARIYAPRAK,K?Y,
SİİRT,PERVARİ,SÖĞÜTÖNÜ,K?Y,
SİİRT,PERVARİ,TAŞDİBEK,K?Y,
SİİRT,PERVARİ,TOSUNTARLA,K?Y,
SİİRT,PERVARİ,TUZCULAR,K?Y,
SİİRT,PERVARİ,YAPRAKTEPE,K?Y,
SİİRT,PERVARİ,YENİAYDIN,K?Y,
SİİRT,PERVARİ,YUKARIBALCILAR,K?Y,
SİİRT,PERVARİ,ÇATKÖY,K?Y,
SİİRT,PERVARİ,ÇAVUŞLU,K?Y,
SİİRT,PERVARİ,ÇOBANÖREN,K?Y,
SİİRT,PERVARİ,ÇUKURKÖY,K?Y,
SİİRT,PERVARİ,ÜÇOYUK,K?Y,
SİİRT,PERVARİ,ŞAKİRAN,MAHALLE,PERVARİ-İLÇE MERKEZİ
SİİRT,SİİRT-İL MERKEZİ,AFETKONUTLARI,MAHALLE,
SİİRT,SİİRT-İL MERKEZİ,ALAN,MAHALLE,
SİİRT,SİİRT-İL MERKEZİ,ALGÜL,MAHALLE,
SİİRT,SİİRT-İL MERKEZİ,BAHÇELİEVLER,MAHALLE,
SİİRT,SİİRT-İL MERKEZİ,BARIŞ,MAHALLE,
SİİRT,SİİRT-İL MERKEZİ,BATI,MAHALLE,
SİİRT,SİİRT-İL MERKEZİ,CONKBAYIR,MAHALLE,
SİİRT,SİİRT-İL MERKEZİ,DOĞAN,MAHALLE,
SİİRT,SİİRT-İL MERKEZİ,DUMLUPINAR,MAHALLE,
SİİRT,SİİRT-İL MERKEZİ,HALENZÊ,MAHALLE,
SİİRT,SİİRT-İL MERKEZİ,KARAKOL,MAHALLE,
SİİRT,SİİRT-İL MERKEZİ,KOOPERATİF,MAHALLE,
SİİRT,SİİRT-İL MERKEZİ,SAKARYA,MAHALLE,
SİİRT,SİİRT-İL MERKEZİ,TINAZTEPE,MAHALLE,
SİİRT,SİİRT-İL MERKEZİ,ULUS,MAHALLE,
SİİRT,SİİRT-İL MERKEZİ,VEYSEL KARANİ,MAHALLE,
SİİRT,SİİRT-İL MERKEZİ,YENİMAHALLE,MAHALLE,
SİİRT,SİİRT-İL MERKEZİ,ÇAL,MAHALLE,
SİİRT,SİİRT-İL MERKEZİ,ÜLKÜ,MAHALLE,
SİİRT,SİİRT-İL MERKEZİ,İNÖNÜ,MAHALLE,
SİİRT,TİLLO,AKYAYLA,K?Y,
SİİRT,TİLLO,FAKİRULLAH,MAHALLE,AYDINLAR-İLÇE MERKEZİ
SİİRT,TİLLO,FERSAF,K?Y,
SİİRT,TİLLO,HATRANT,K?Y,
SİİRT,TİLLO,MÜCAHİT,MAHALLE,AYDINLAR-İLÇE MERKEZİ
SİİRT,TİLLO,SAYDANLAR,MAHALLE,AYDINLAR-İLÇE MERKEZİ
SİİRT,TİLLO,SİNEP,K?Y,
SİİRT,TİLLO,TAŞBALTA,K?Y,
SİİRT,TİLLO,İKİZBAĞLAR,K?Y,
SİİRT,ŞİRVAN,ADIGÜZEL,K?Y,
SİİRT,ŞİRVAN,AKGEÇİT,K?Y,
SİİRT,ŞİRVAN,AKYOKUŞ,K?Y,
SİİRT,ŞİRVAN,AKÇAYAR,K?Y,
SİİRT,ŞİRVAN,BAYINDIR,K?Y,
SİİRT,ŞİRVAN,BAĞCILAR,MAHALLE,ŞİRVAN-İLÇE MERKEZİ
SİİRT,ŞİRVAN,BELENÇAY,K?Y,
SİİRT,ŞİRVAN,BOYLU,K?Y,
SİİRT,ŞİRVAN,CEVİZDALI,K?Y,
SİİRT,ŞİRVAN,CEVİZLİK,K?Y,
SİİRT,ŞİRVAN,DALTEPE,K?Y,
SİİRT,ŞİRVAN,DAMLI,K?Y,
SİİRT,ŞİRVAN,DEMİRKAPI,K?Y,
SİİRT,ŞİRVAN,DERİNÇAY,K?Y,
SİİRT,ŞİRVAN,DOĞRUCA,K?Y,
SİİRT,ŞİRVAN,DURANKAYA,K?Y,
SİİRT,ŞİRVAN,DİŞLİNAR,K?Y,
SİİRT,ŞİRVAN,ELMADALI,K?Y,
SİİRT,ŞİRVAN,FATİH,MAHALLE,ŞİRVAN-İLÇE MERKEZİ
SİİRT,ŞİRVAN,GÖZLÜCE,K?Y,
SİİRT,ŞİRVAN,GÜMÜŞ,K?Y,
SİİRT,ŞİRVAN,HÜRMÜZ,K?Y,
SİİRT,ŞİRVAN,KALKANCIK,K?Y,
SİİRT,ŞİRVAN,KAPILI,K?Y,
SİİRT,ŞİRVAN,KARACA,K?Y,
SİİRT,ŞİRVAN,KASIMLI,K?Y,
SİİRT,ŞİRVAN,KAYAHİSAR,K?Y,
SİİRT,ŞİRVAN,KESMETAŞ,K?Y,
SİİRT,ŞİRVAN,KIRTEPE,MAHALLE,ŞİRVAN-İLÇE MERKEZİ
SİİRT,ŞİRVAN,KÖMÜRLÜ,K?Y,
SİİRT,ŞİRVAN,KÜFRE,MAHALLE,ŞİRVAN-İLÇE MERKEZİ
SİİRT,ŞİRVAN,KİRAZLI,K?Y,
SİİRT,ŞİRVAN,MADENKÖY,K?Y,
SİİRT,ŞİRVAN,MEŞECİK,K?Y,
SİİRT,ŞİRVAN,NALLIKAYA,K?Y,
SİİRT,ŞİRVAN,ORMANBAĞI,K?Y,
SİİRT,ŞİRVAN,ORMANLI,K?Y,
SİİRT,ŞİRVAN,OTLUK,K?Y,
SİİRT,ŞİRVAN,OYA,K?Y,
SİİRT,ŞİRVAN,PİRİNÇLİ,K?Y,
SİİRT,ŞİRVAN,SARIDANA,K?Y,
SİİRT,ŞİRVAN,SIRÇALI,K?Y,
SİİRT,ŞİRVAN,SOĞANLI,K?Y,
SİİRT,ŞİRVAN,SOĞUKSU,K?Y,
SİİRT,ŞİRVAN,SULUDERE,K?Y,
SİİRT,ŞİRVAN,SULUYAZI,K?Y,
SİİRT,ŞİRVAN,SİT,MAHALLE,ŞİRVAN-İLÇE MERKEZİ
SİİRT,ŞİRVAN,TATLIPAYAM,K?Y,
SİİRT,ŞİRVAN,TAŞLI,K?Y,
SİİRT,ŞİRVAN,TAŞYAKA,K?Y,
SİİRT,ŞİRVAN,YALKAYA,K?Y,
SİİRT,ŞİRVAN,YAMAÇLI,K?Y,
SİİRT,ŞİRVAN,YARIMTEPE,K?Y,
SİİRT,ŞİRVAN,YAYLACI,K?Y,
SİİRT,ŞİRVAN,YAYLADAĞ,K?Y,
SİİRT,ŞİRVAN,YAĞCILAR,K?Y,
SİİRT,ŞİRVAN,YEDİKAPI,K?Y,
SİİRT,ŞİRVAN,YOLBAŞI,K?Y,
SİİRT,ŞİRVAN,ÇELTİKYOLU,K?Y,
SİİRT,ŞİRVAN,ÇINARLI,K?Y,
SİİRT,ŞİRVAN,ÖZPINAR,K?Y,
SİİRT,ŞİRVAN,İKİZLER,K?Y,
SİİRT,ŞİRVAN,İNCEKAYA,K?Y,
TEKİRDAĞ,ERGENE,AHİMEHMET,MAHALLE,ERGENE-İLÇE MERKEZİ
TEKİRDAĞ,ERGENE,BAKIRCA,MAHALLE,ERGENE-İLÇE MERKEZİ
TEKİRDAĞ,ERGENE,CUMHURİYET,MAHALLE,ERGENE-İLÇE MERKEZİ
TEKİRDAĞ,ERGENE,ESENLER,MAHALLE,ERGENE-İLÇE MERKEZİ
TEKİRDAĞ,ERGENE,KARAMEHMET,MAHALLE,ERGENE-İLÇE MERKEZİ
TEKİRDAĞ,ERGENE,KIRKGÖZ,MAHALLE,ERGENE-İLÇE MERKEZİ
TEKİRDAĞ,ERGENE,MARMARACIK,MAHALLE,ERGENE-İLÇE MERKEZİ
TEKİRDAĞ,ERGENE,MİSİNLİ,MAHALLE,ERGENE-İLÇE MERKEZİ
TEKİRDAĞ,ERGENE,PAŞAKÖY,MAHALLE,ERGENE-İLÇE MERKEZİ
TEKİRDAĞ,ERGENE,PINARBAŞI,MAHALLE,ERGENE-İLÇE MERKEZİ
TEKİRDAĞ,ERGENE,SAĞLIK,MAHALLE,ERGENE-İLÇE MERKEZİ
TEKİRDAĞ,ERGENE,ULAŞ,MAHALLE,ERGENE-İLÇE MERKEZİ
TEKİRDAĞ,ERGENE,VAKIFLAR,MAHALLE,ERGENE-İLÇE MERKEZİ
TEKİRDAĞ,ERGENE,VELİMEŞE,MAHALLE,ERGENE-İLÇE MERKEZİ
TEKİRDAĞ,ERGENE,YEŞİLTEPE,MAHALLE,ERGENE-İLÇE MERKEZİ
TEKİRDAĞ,ERGENE,YULAFLI,MAHALLE,ERGENE-İLÇE MERKEZİ
TEKİRDAĞ,ERGENE,İĞNELER,MAHALLE,ERGENE-İLÇE MERKEZİ
TEKİRDAĞ,HAYRABOLU,ATAKÖY,MAHALLE,HAYRABOLU-İLÇE MERKEZİ
TEKİRDAĞ,HAYRABOLU,AVLUOBASI,MAHALLE,HAYRABOLU-İLÇE MERKEZİ
TEKİRDAĞ,HAYRABOLU,AYDINEVLER,MAHALLE,HAYRABOLU-İLÇE MERKEZİ
TEKİRDAĞ,HAYRABOLU,AYDINLAR,MAHALLE,HAYRABOLU-İLÇE MERKEZİ
TEKİRDAĞ,HAYRABOLU,BAYRAMŞAH,MAHALLE,HAYRABOLU-İLÇE MERKEZİ
TEKİRDAĞ,HAYRABOLU,BUZAĞCI,MAHALLE,HAYRABOLU-İLÇE MERKEZİ
TEKİRDAĞ,HAYRABOLU,BÜYÜKKARAKARLI,MAHALLE,HAYRABOLU-İLÇE MERKEZİ
TEKİRDAĞ,HAYRABOLU,CAMBAZDERE,MAHALLE,HAYRABOLU-İLÇE MERKEZİ
TEKİRDAĞ,HAYRABOLU,CANHIDIR,MAHALLE,HAYRABOLU-İLÇE MERKEZİ
TEKİRDAĞ,HAYRABOLU,DAMBASLAR,MAHALLE,HAYRABOLU-İLÇE MERKEZİ
TEKİRDAĞ,HAYRABOLU,DANİŞMENT,MAHALLE,HAYRABOLU-İLÇE MERKEZİ
TEKİRDAĞ,HAYRABOLU,DELİBEDİR,MAHALLE,HAYRABOLU-İLÇE MERKEZİ
TEKİRDAĞ,HAYRABOLU,EMİRYAKUP,MAHALLE,HAYRABOLU-İLÇE MERKEZİ
TEKİRDAĞ,HAYRABOLU,FAHRİOĞLU,MAHALLE,HAYRABOLU-İLÇE MERKEZİ
TEKİRDAĞ,HAYRABOLU,HACILI,MAHALLE,HAYRABOLU-İLÇE MERKEZİ
TEKİRDAĞ,HAYRABOLU,HASKÖY,MAHALLE,HAYRABOLU-İLÇE MERKEZİ
